"OrderID","ProductID","CategoryID","SupplierID","SupplierName","ContactName","Address","City","PostalCode","Country","Phone","ProductName","Unit","Price","CategoryName","Description","OrderDetailID","Quantity","orderdate"
"10333","14","7","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Tofu","40 - 100 g pkgs.","23.25","Produce","Dried fruit and bean curd","227","10","1996-10-18"
"10333","21","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Sir Rodney's Scones","24 pkgs. x 4 pieces","10","Confections","Desserts, candies, and sweet breads","228","10","1996-10-18"
"10333","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","229","40","1996-10-18"
"10334","52","5","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Filo Mix","16 - 2 kg boxes","7","Grains/Cereals","Breads, crackers, pasta, and cereal","230","8","1996-10-21"
"10334","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","231","10","1996-10-21"
"10335","2","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chang","24 - 12 oz bottles","19","Beverages","Soft drinks, coffees, teas, beers, and ales","232","7","1996-10-22"
"10335","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","233","25","1996-10-22"
"10335","32","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mascarpone Fabioli","24 - 200 g pkgs.","32","Dairy Products","Cheeses","234","6","1996-10-22"
"10335","51","7","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Manjimup Dried Apples","50 - 300 g pkgs.","53","Produce","Dried fruit and bean curd","235","48","1996-10-22"
"10336","4","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Chef Anton's Cajun Seasoning","48 - 6 oz jars","22","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","236","18","1996-10-23"
"10337","23","5","9","PB Knäckebröd AB","Lars Peterson","Kaloadagatan 13","Göteborg","S-345 67","Sweden","031-987 65 43","Tunnbröd","12 - 250 g pkgs.","9","Grains/Cereals","Breads, crackers, pasta, and cereal","237","40","1996-10-24"
"10337","26","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","Gumbär Gummibärchen","100 - 250 g bags","31.23","Confections","Desserts, candies, and sweet breads","238","24","1996-10-24"
"10337","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","239","20","1996-10-24"
"10337","37","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Gravad lax","12 - 500 g pkgs.","26","Seafood","Seaweed and fish","240","28","1996-10-24"
"10337","72","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mozzarella di Giovanni","24 - 200 g pkgs.","34.8","Dairy Products","Cheeses","241","25","1996-10-24"
"10338","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","242","20","1996-10-25"
"10338","30","8","13","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a","Cuxhaven","27478","Germany","(04721) 8713","Nord-Ost Matjeshering","10 - 200 g glasses","25.89","Seafood","Seaweed and fish","243","15","1996-10-25"
"10339","4","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Chef Anton's Cajun Seasoning","48 - 6 oz jars","22","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","244","10","1996-10-28"
"10339","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","245","70","1996-10-28"
"10339","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","246","28","1996-10-28"
"10340","18","8","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Carnarvon Tigers","16 kg pkg.","62.5","Seafood","Seaweed and fish","247","20","1996-10-29"
"10340","41","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Jack's New England Clam Chowder","12 - 12 oz cans","9.65","Seafood","Seaweed and fish","248","12","1996-10-29"
"10340","43","1","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Ipoh Coffee","16 - 500 g tins","46","Beverages","Soft drinks, coffees, teas, beers, and ales","249","40","1996-10-29"
"10341","33","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Geitost","500 g","2.5","Dairy Products","Cheeses","250","8","1996-10-29"
"10341","59","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Raclette Courdavault","5 kg pkg.","55","Dairy Products","Cheeses","251","9","1996-10-29"
"10342","2","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chang","24 - 12 oz bottles","19","Beverages","Soft drinks, coffees, teas, beers, and ales","252","24","1996-10-30"
"10342","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","253","56","1996-10-30"
"10342","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","254","40","1996-10-30"
"10342","55","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Pâté chinois","24 boxes x 2 pies","24","Meat/Poultry","Prepared meats","255","40","1996-10-30"
"10343","64","5","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Wimmers gute Semmelknödel","20 bags x 4 pieces","33.25","Grains/Cereals","Breads, crackers, pasta, and cereal","256","50","1996-10-31"
"10343","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","257","4","1996-10-31"
"10343","76","1","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Lakkalikööri","500 ml","18","Beverages","Soft drinks, coffees, teas, beers, and ales","258","15","1996-10-31"
"10344","4","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Chef Anton's Cajun Seasoning","48 - 6 oz jars","22","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","259","35","1996-11-01"
"10344","8","2","3","Grandma Kelly's Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor","48104","USA","(313) 555-5735","Northwoods Cranberry Sauce","12 - 12 oz jars","40","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","260","70","1996-11-01"
"10345","8","2","3","Grandma Kelly's Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor","48104","USA","(313) 555-5735","Northwoods Cranberry Sauce","12 - 12 oz jars","40","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","261","70","1996-11-04"
"10345","19","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Teatime Chocolate Biscuits","10 boxes x 12 pieces","9.2","Confections","Desserts, candies, and sweet breads","262","80","1996-11-04"
"10345","42","5","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.","14","Grains/Cereals","Breads, crackers, pasta, and cereal","263","9","1996-11-04"
"10346","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","264","36","1996-11-05"
"10346","56","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Gnocchi di nonna Alice","24 - 250 g pkgs.","38","Grains/Cereals","Breads, crackers, pasta, and cereal","265","20","1996-11-05"
"10347","25","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","NuNuCa Nuß-Nougat-Creme","20 - 450 g glasses","14","Confections","Desserts, candies, and sweet breads","266","10","1996-11-06"
"10347","39","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Chartreuse verte","750 cc per bottle","18","Beverages","Soft drinks, coffees, teas, beers, and ales","267","50","1996-11-06"
"10347","40","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Boston Crab Meat","24 - 4 oz tins","18.4","Seafood","Seaweed and fish","268","4","1996-11-06"
"10347","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","269","6","1996-11-06"
"10348","1","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chais","10 boxes x 20 bags","18","Beverages","Soft drinks, coffees, teas, beers, and ales","270","15","1996-11-07"
"10348","23","5","9","PB Knäckebröd AB","Lars Peterson","Kaloadagatan 13","Göteborg","S-345 67","Sweden","031-987 65 43","Tunnbröd","12 - 250 g pkgs.","9","Grains/Cereals","Breads, crackers, pasta, and cereal","271","25","1996-11-07"
"10349","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","272","24","1996-11-08"
"10350","50","3","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Valkoinen suklaa","12 - 100 g bars","16.25","Confections","Desserts, candies, and sweet breads","273","15","1996-11-11"
"10350","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","274","18","1996-11-11"
"10351","38","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Côte de Blaye","12 - 75 cl bottles","263.5","Beverages","Soft drinks, coffees, teas, beers, and ales","275","20","1996-11-11"
"10351","41","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Jack's New England Clam Chowder","12 - 12 oz cans","9.65","Seafood","Seaweed and fish","276","13","1996-11-11"
"10351","44","2","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Gula Malacca","20 - 2 kg bags","19.45","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","277","77","1996-11-11"
"10351","65","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","21.05","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","278","10","1996-11-11"
"10352","24","1","10","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo","5442","Brazil","(11) 555 4640","Guaraná Fantástica","12 - 355 ml cans","4.5","Beverages","Soft drinks, coffees, teas, beers, and ales","279","10","1996-11-12"
"10352","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","280","20","1996-11-12"
"10353","11","4","5","Cooperativa de Quesos 'Las Cabras'","Antonio del Valle Saavedra","Calle del Rosal 4","Oviedo","33007","Spain","(98) 598 76 54","Queso Cabrales","1 kg pkg.","21","Dairy Products","Cheeses","281","12","1996-11-13"
"10353","38","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Côte de Blaye","12 - 75 cl bottles","263.5","Beverages","Soft drinks, coffees, teas, beers, and ales","282","50","1996-11-13"
"10354","1","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chais","10 boxes x 20 bags","18","Beverages","Soft drinks, coffees, teas, beers, and ales","283","12","1996-11-14"
"10354","29","6","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Thüringer Rostbratwurst","50 bags x 30 sausgs.","123.79","Meat/Poultry","Prepared meats","284","4","1996-11-14"
"10355","24","1","10","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo","5442","Brazil","(11) 555 4640","Guaraná Fantástica","12 - 355 ml cans","4.5","Beverages","Soft drinks, coffees, teas, beers, and ales","285","25","1996-11-15"
"10355","57","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Ravioli Angelo","24 - 250 g pkgs.","19.5","Grains/Cereals","Breads, crackers, pasta, and cereal","286","25","1996-11-15"
"10356","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","287","30","1996-11-18"
"10356","55","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Pâté chinois","24 boxes x 2 pies","24","Meat/Poultry","Prepared meats","288","12","1996-11-18"
"10356","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","289","20","1996-11-18"
"10357","10","8","4","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi","Tokyo","100","Japan","(03) 3555-5011","Ikura","12 - 200 ml jars","31","Seafood","Seaweed and fish","290","30","1996-11-19"
"10357","26","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","Gumbär Gummibärchen","100 - 250 g bags","31.23","Confections","Desserts, candies, and sweet breads","291","16","1996-11-19"
"10357","60","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Camembert Pierrot","15 - 300 g rounds","34","Dairy Products","Cheeses","292","8","1996-11-19"
"10358","24","1","10","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo","5442","Brazil","(11) 555 4640","Guaraná Fantástica","12 - 355 ml cans","4.5","Beverages","Soft drinks, coffees, teas, beers, and ales","293","10","1996-11-20"
"10358","34","1","16","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210","Bend","97101","USA","(503) 555-9931","Sasquatch Ale","24 - 12 oz bottles","14","Beverages","Soft drinks, coffees, teas, beers, and ales","294","10","1996-11-20"
"10358","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","295","20","1996-11-20"
"10359","16","3","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Pavlova","32 - 500 g boxes","17.45","Confections","Desserts, candies, and sweet breads","296","56","1996-11-21"
"10359","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","297","70","1996-11-21"
"10359","60","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Camembert Pierrot","15 - 300 g rounds","34","Dairy Products","Cheeses","298","80","1996-11-21"
"10360","28","7","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rössle Sauerkraut","25 - 825 g cans","45.6","Produce","Dried fruit and bean curd","299","30","1996-11-22"
"10360","29","6","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Thüringer Rostbratwurst","50 bags x 30 sausgs.","123.79","Meat/Poultry","Prepared meats","300","35","1996-11-22"
"10360","38","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Côte de Blaye","12 - 75 cl bottles","263.5","Beverages","Soft drinks, coffees, teas, beers, and ales","301","10","1996-11-22"
"10360","49","3","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Maxilaku","24 - 50 g pkgs.","20","Confections","Desserts, candies, and sweet breads","302","35","1996-11-22"
"10360","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","303","28","1996-11-22"
"10361","39","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Chartreuse verte","750 cc per bottle","18","Beverages","Soft drinks, coffees, teas, beers, and ales","304","54","1996-11-22"
"10361","60","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Camembert Pierrot","15 - 300 g rounds","34","Dairy Products","Cheeses","305","55","1996-11-22"
"10362","25","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","NuNuCa Nuß-Nougat-Creme","20 - 450 g glasses","14","Confections","Desserts, candies, and sweet breads","306","50","1996-11-25"
"10362","51","7","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Manjimup Dried Apples","50 - 300 g pkgs.","53","Produce","Dried fruit and bean curd","307","20","1996-11-25"
"10362","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","308","24","1996-11-25"
"10363","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","309","20","1996-11-26"
"10363","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","310","12","1996-11-26"
"10363","76","1","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Lakkalikööri","500 ml","18","Beverages","Soft drinks, coffees, teas, beers, and ales","311","12","1996-11-26"
"10364","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","312","30","1996-11-26"
"10364","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","313","5","1996-11-26"
"10365","11","4","5","Cooperativa de Quesos 'Las Cabras'","Antonio del Valle Saavedra","Calle del Rosal 4","Oviedo","33007","Spain","(98) 598 76 54","Queso Cabrales","1 kg pkg.","21","Dairy Products","Cheeses","314","24","1996-11-27"
"10366","65","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","21.05","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","315","5","1996-11-28"
"10366","77","2","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Original Frankfurter grüne Soße","12 boxes","13","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","316","5","1996-11-28"
"10367","34","1","16","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210","Bend","97101","USA","(503) 555-9931","Sasquatch Ale","24 - 12 oz bottles","14","Beverages","Soft drinks, coffees, teas, beers, and ales","317","36","1996-11-28"
"10367","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","318","18","1996-11-28"
"10367","65","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","21.05","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","319","15","1996-11-28"
"10367","77","2","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Original Frankfurter grüne Soße","12 boxes","13","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","320","7","1996-11-28"
"10368","21","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Sir Rodney's Scones","24 pkgs. x 4 pieces","10","Confections","Desserts, candies, and sweet breads","321","5","1996-11-29"
"10368","28","7","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rössle Sauerkraut","25 - 825 g cans","45.6","Produce","Dried fruit and bean curd","322","13","1996-11-29"
"10368","57","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Ravioli Angelo","24 - 250 g pkgs.","19.5","Grains/Cereals","Breads, crackers, pasta, and cereal","323","25","1996-11-29"
"10368","64","5","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Wimmers gute Semmelknödel","20 bags x 4 pieces","33.25","Grains/Cereals","Breads, crackers, pasta, and cereal","324","35","1996-11-29"
"10369","29","6","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Thüringer Rostbratwurst","50 bags x 30 sausgs.","123.79","Meat/Poultry","Prepared meats","325","20","1996-12-02"
"10369","56","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Gnocchi di nonna Alice","24 - 250 g pkgs.","38","Grains/Cereals","Breads, crackers, pasta, and cereal","326","18","1996-12-02"
"10370","1","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chais","10 boxes x 20 bags","18","Beverages","Soft drinks, coffees, teas, beers, and ales","327","15","1996-12-03"
"10370","64","5","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Wimmers gute Semmelknödel","20 bags x 4 pieces","33.25","Grains/Cereals","Breads, crackers, pasta, and cereal","328","30","1996-12-03"
"10370","74","7","4","Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi","Tokyo","100","Japan","(03) 3555-5011","Longlife Tofu","5 kg pkg.","10","Produce","Dried fruit and bean curd","329","20","1996-12-03"
"10371","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","330","6","1996-12-03"
"10372","20","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Sir Rodney's Marmalade","30 gift boxes","81","Confections","Desserts, candies, and sweet breads","331","12","1996-12-04"
"10372","38","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Côte de Blaye","12 - 75 cl bottles","263.5","Beverages","Soft drinks, coffees, teas, beers, and ales","332","40","1996-12-04"
"10372","60","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Camembert Pierrot","15 - 300 g rounds","34","Dairy Products","Cheeses","333","70","1996-12-04"
"10372","72","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mozzarella di Giovanni","24 - 200 g pkgs.","34.8","Dairy Products","Cheeses","334","42","1996-12-04"
"10373","58","8","27","Escargots Nouveaux","Marie Delamare","22, rue H. Voiron","Montceau","71300","France","85.57.00.07","Escargots de Bourgogne","24 pieces","13.25","Seafood","Seaweed and fish","335","80","1996-12-05"
"10373","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","336","50","1996-12-05"
"10374","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","337","30","1996-12-05"
"10374","58","8","27","Escargots Nouveaux","Marie Delamare","22, rue H. Voiron","Montceau","71300","France","85.57.00.07","Escargots de Bourgogne","24 pieces","13.25","Seafood","Seaweed and fish","338","15","1996-12-05"
"10375","14","7","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Tofu","40 - 100 g pkgs.","23.25","Produce","Dried fruit and bean curd","339","15","1996-12-06"
